Date,Region,Class,Commodity,Variety,Organic,Environment,Unit,Number of Stores,Weighted Avg Price,Low Price,High Price,% Marked Local
11/09/2007,NORTHEAST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,453,2.37,1,2.79,
11/09/2007,SOUTHEAST U.S.,VEGETABLES,TOMATOES,,,,per pound,801,1.85,0.99,1.99,
11/09/2007,SOUTHEAST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,736,2.23,1.25,2.79,
11/09/2007,SOUTHEAST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,"1,368",2.69,1.99,3,
11/09/2007,MIDWEST U.S.,VEGETABLES,TOMATOES,,,,per pound,236,1.99,1.98,1.99,
11/09/2007,MIDWEST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,618,1.46,0.88,2.49,
11/09/2007,MIDWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,123,2.47,2.39,2.5,
11/09/2007,MIDWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,Y,,1 pint package,87,2.83,2.5,2.99,
11/09/2007,SOUTH CENTRAL U.S.,VEGETABLES,TOMATOES,,,,per pound,105,1.31,0.77,1.59,
11/09/2007,SOUTH CENTRAL U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,351,2.35,1.49,2.99,
11/09/2007,SOUTH CENTRAL U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,18,2.5,2.5,2.5,
11/09/2007,SOUTHWEST U.S.,VEGETABLES,TOMATOES,,,,per pound,184,1.35,0.77,1.99,
11/09/2007,SOUTHWEST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,441,2.93,2.49,3,
11/09/2007,NORTHWEST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,210,2.04,1.29,2.49,
11/09/2007,NORTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,171,2.95,2.5,3,
11/16/2007,NATIONAL,VEGETABLES,TOMATOES,,,,per pound,331,1.51,,,
11/16/2007,NATIONAL,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,"3,741",2.47,,,
11/16/2007,NATIONAL,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,"3,854",2.34,,,
11/16/2007,NATIONAL,VEGETABLES,"TOMATOES, GRAPE TYPE",,Y,,1 pint package,954,2.73,,,
11/16/2007,NORTHEAST U.S.,VEGETABLES,TOMATOES,,,,per pound,138,1.9,0.98,2,
11/16/2007,NORTHEAST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,892,2.63,1.99,2.99,
11/16/2007,NORTHEAST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,"1,693",2.52,1.6,3,
11/16/2007,NORTHEAST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,Y,,1 pint package,649,2.66,2.5,2.99,
11/16/2007,SOUTHEAST U.S.,VEGETABLES,TOMATOES,,,,per pound,33,1.65,0.99,1.98,
11/16/2007,SOUTHEAST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,"1,213",2.38,1.99,2.99,
11/16/2007,SOUTHEAST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,"1,209",2.05,1.99,3,
11/16/2007,SOUTHEAST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,Y,,1 pint package,247,2.97,2.5,2.99,
11/16/2007,MIDWEST U.S.,VEGETABLES,TOMATOES,,,,per pound,21,1.99,1.99,1.99,
11/16/2007,MIDWEST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,278,2.02,1.69,2.98,
11/16/2007,MIDWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,885,2.38,1.5,3,
11/16/2007,MIDWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,Y,,1 pint package,58,2.5,2.5,2.5,
11/16/2007,SOUTH CENTRAL U.S.,VEGETABLES,TOMATOES,,,,per pound,54,1.26,0.97,1.29,
11/16/2007,SOUTH CENTRAL U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,227,2.05,1.69,2.5,
11/16/2007,SOUTH CENTRAL U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,21,2.43,2,2.5,
11/16/2007,SOUTHWEST U.S.,VEGETABLES,TOMATOES,,,,per pound,77,0.84,0.69,0.97,
11/16/2007,SOUTHWEST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,"1,073",2.68,1.99,3.99,
11/16/2007,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,17,2,2,2,
11/16/2007,NORTHWEST U.S.,VEGETABLES,TOMATOES,,,,per pound,8,1.29,1.29,1.29,
11/16/2007,NORTHWEST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,58,1.6,1.48,1.98,
11/16/2007,NORTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,29,2.99,2.99,2.99,
11/23/2007,NATIONAL,VEGETABLES,TOMATOES,,,,per pound,795,2.12,,,
11/23/2007,NATIONAL,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,"3,728",2.28,,,
11/23/2007,NATIONAL,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,"2,889",2.37,,,
11/23/2007,NATIONAL,VEGETABLES,"TOMATOES, GRAPE TYPE",,Y,,1 pint package,173,2.99,,,
11/23/2007,NORTHEAST U.S.,VEGETABLES,TOMATOES,,,,per pound,590,2.45,1.98,2.99,
11/23/2007,NORTHEAST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,903,1.99,1.77,2.99,
11/23/2007,NORTHEAST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,"1,030",2.46,1.48,3,
11/23/2007,SOUTHEAST U.S.,VEGETABLES,TOMATOES,,,,per pound,53,1.29,0.69,1.98,
11/23/2007,SOUTHEAST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,"1,314",2.23,1.25,2.98,
11/23/2007,SOUTHEAST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,955,2.06,2,3,
11/23/2007,MIDWEST U.S.,VEGETABLES,TOMATOES,,,,per pound,21,1.99,1.99,1.99,
11/23/2007,MIDWEST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,292,1.97,1.48,2.5,
11/23/2007,MIDWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,808,2.59,1.99,3,
11/23/2007,MIDWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,Y,,1 pint package,173,2.99,2.99,3,
11/23/2007,SOUTH CENTRAL U.S.,VEGETABLES,TOMATOES,,,,per pound,54,1.26,0.97,1.29,
11/23/2007,SOUTH CENTRAL U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,227,2.05,1.69,2.5,
11/23/2007,SOUTH CENTRAL U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,21,2.43,2,2.5,
11/23/2007,SOUTHWEST U.S.,VEGETABLES,TOMATOES,,,,per pound,77,0.84,0.69,0.97,
11/23/2007,SOUTHWEST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,973,2.75,1.99,3.99,
11/23/2007,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,17,2,2,2,
11/23/2007,NORTHWEST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,19,1.86,1.59,1.98,
11/23/2007,NORTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,58,2.99,2.99,2.99,
11/30/2007,NATIONAL,VEGETABLES,TOMATOES,,,,per pound,973,2.23,,,
11/30/2007,NATIONAL,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,"3,020",2.63,,,
11/30/2007,NATIONAL,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,"2,732",2.24,,,
11/30/2007,NATIONAL,VEGETABLES,"TOMATOES, GRAPE TYPE",,Y,,1 pint package,"1,201",2.81,,,
11/30/2007,NORTHEAST U.S.,VEGETABLES,TOMATOES,,,,per pound,554,2.38,1.99,2.99,
11/30/2007,NORTHEAST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,436,3.29,2.99,3.99,
11/30/2007,NORTHEAST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,"1,140",2.41,1.5,2.99,
11/30/2007,NORTHEAST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,Y,,1 pint package,483,2.88,2.5,3,
11/30/2007,SOUTHEAST U.S.,VEGETABLES,TOMATOES,,,,per pound,339,2.15,1.28,2.99,
11/30/2007,SOUTHEAST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,"1,235",3.05,1.66,3.99,
11/30/2007,SOUTHEAST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,411,1.55,0.99,2.99,
11/30/2007,SOUTHEAST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,Y,,1 pint package,319,2.61,2.5,2.99,
11/30/2007,MIDWEST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,658,2.23,1.98,2.79,
11/30/2007,MIDWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,643,2.21,1.99,2.5,
