Date,Region,Class,Commodity,Variety,Organic,Environment,Unit,Number of Stores,Weighted Avg Price,Low Price,High Price,% Marked Local
10/14/2011,SOUTHEAST U.S.,VEGETABLES,"TOMATOES, CHERRY",,,,1 pint package,4,2,2,2,
10/14/2011,SOUTHEAST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,18,2.5,2.5,2.5,
10/14/2011,SOUTHEAST U.S.,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,,,per pound,84,1.12,0.98,1.49,
10/14/2011,MIDWEST U.S.,VEGETABLES,TOMATOES,,,,per pound,36,1.33,0.69,1.48,
10/14/2011,MIDWEST U.S.,VEGETABLES,TOMATOES,VINE RIPES,,Greenhouse,per pound,278,1.85,1.29,2.49,2
10/14/2011,MIDWEST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,756,1.59,0.89,2.79,
10/14/2011,MIDWEST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",Y,Greenhouse,per pound,25,2.99,2.99,2.99,
10/14/2011,MIDWEST U.S.,VEGETABLES,"TOMATOES, CHERRY",,,,1 pint package,13,1.73,1.5,2,
10/14/2011,MIDWEST U.S.,VEGETABLES,"TOMATOES, CHERRY",,Y,,1 pint package,7,1.69,1.69,1.69,
10/14/2011,MIDWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,65,2.28,1.99,2.69,
10/14/2011,MIDWEST U.S.,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,,,per pound,253,1.27,0.79,1.79,
10/14/2011,SOUTH CENTRAL U.S.,VEGETABLES,TOMATOES,,,,per pound,50,1.29,1.29,1.29,
10/14/2011,SOUTH CENTRAL U.S.,VEGETABLES,TOMATOES,VINE RIPE - HEIRLOOM VARIETIES,Y,,per pound,122,3.99,3.99,3.99,
10/14/2011,SOUTH CENTRAL U.S.,VEGETABLES,TOMATOES,VINE RIPES,,,per pound,53,1.69,1.69,1.69,
10/14/2011,SOUTH CENTRAL U.S.,VEGETABLES,TOMATOES,VINE RIPES,,Greenhouse,per pound,210,1.77,1.29,1.99,
10/14/2011,SOUTH CENTRAL U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,517,1.78,1.1,1.99,
10/14/2011,SOUTH CENTRAL U.S.,VEGETABLES,"TOMATOES, CHERRY",,,,1 pint package,12,1.99,1.99,1.99,
10/14/2011,SOUTH CENTRAL U.S.,VEGETABLES,"TOMATOES, CHERRY",,Y,,1 pint package,12,2.99,2.99,2.99,
10/14/2011,SOUTH CENTRAL U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,Y,,1 pint package,22,2.99,2.99,2.99,
10/14/2011,SOUTH CENTRAL U.S.,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,,,per pound,496,1.1,0.49,1.29,
10/14/2011,SOUTHWEST U.S.,VEGETABLES,TOMATOES,,,,per pound,110,0.63,0.33,0.98,
10/14/2011,SOUTHWEST U.S.,VEGETABLES,TOMATOES,VINE RIPE - HEIRLOOM VARIETIES,Y,,per pound,86,3.08,2.99,3.99,
10/14/2011,SOUTHWEST U.S.,VEGETABLES,TOMATOES,VINE RIPES,,Greenhouse,per pound,219,1.79,0.99,1.99,
10/14/2011,SOUTHWEST U.S.,VEGETABLES,TOMATOES,VINE RIPES,,,per pound,226,2.47,1.59,2.49,
10/14/2011,SOUTHWEST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,422,1.15,0.99,1.79,
10/14/2011,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,Y,,1 pint package,198,2.99,2.99,2.99,
10/14/2011,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,,,per pound,771,1.01,0.25,1.49,
10/14/2011,NORTHWEST U.S.,VEGETABLES,TOMATOES,,,,per pound,38,1.09,1.09,1.09,
10/14/2011,NORTHWEST U.S.,VEGETABLES,TOMATOES,VINE RIPE - HEIRLOOM VARIETIES,Y,,per pound,21,4.98,4.98,4.98,
10/14/2011,NORTHWEST U.S.,VEGETABLES,TOMATOES,VINE RIPES,,Greenhouse,per pound,259,1.88,1.49,1.99,
10/14/2011,NORTHWEST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,69,1.44,1.17,1.58,
10/14/2011,NORTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,10 oz package,16,2.98,2.98,2.98,
10/14/2011,NORTHWEST U.S.,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,,,per pound,298,1.48,1.48,1.48,
10/21/2011,NATIONAL,VEGETABLES,TOMATOES,,,,per pound,705,1.14,,,
10/21/2011,NATIONAL,VEGETABLES,TOMATOES,VINE RIPE - HEIRLOOM VARIETIES,,,per pound,10,2.99,,,
10/21/2011,NATIONAL,VEGETABLES,TOMATOES,VINE RIPE - HEIRLOOM VARIETIES,Y,,per pound,420,3.25,,,
10/21/2011,NATIONAL,VEGETABLES,TOMATOES,VINE RIPES,,,per pound,366,1.56,,,
10/21/2011,NATIONAL,VEGETABLES,TOMATOES,VINE RIPES,,Greenhouse,per pound,"1,393",1.57,,,
10/21/2011,NATIONAL,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,"6,367",1.92,,,
10/21/2011,NATIONAL,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",Y,Greenhouse,per pound,57,3.99,,,
10/21/2011,NATIONAL,VEGETABLES,"TOMATOES, CHERRY",,,,1 pint package,78,2.31,,,
10/21/2011,NATIONAL,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,"1,192",2.84,,,
10/21/2011,NATIONAL,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,10 oz package,416,2.42,,,
10/21/2011,NATIONAL,VEGETABLES,"TOMATOES, GRAPE TYPE",,Y,,1 pint package,140,2.84,,,
10/21/2011,NATIONAL,VEGETABLES,"TOMATOES, GRAPE TYPE",,Y,,10 oz package,22,2.99,,,
10/21/2011,NATIONAL,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,,,per pound,"3,089",1.17,,,
10/21/2011,NATIONAL,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,Y,,per pound,22,1.99,,,
10/21/2011,NORTHEAST U.S.,VEGETABLES,TOMATOES,,,,per pound,58,1.38,0.98,1.49,
10/21/2011,NORTHEAST U.S.,VEGETABLES,TOMATOES,VINE RIPES,,,per pound,6,0.98,0.98,0.98,
10/21/2011,NORTHEAST U.S.,VEGETABLES,TOMATOES,VINE RIPES,,Greenhouse,per pound,230,2.6,1.97,2.99,
10/21/2011,NORTHEAST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,"2,265",2.13,0.88,2.99,
10/21/2011,NORTHEAST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,82,2.4,1.99,2.5,
10/21/2011,NORTHEAST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,Y,,1 pint package,140,2.84,2.5,3.99,
10/21/2011,NORTHEAST U.S.,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,,,per pound,513,1.37,0.88,1.99,
10/21/2011,SOUTHEAST U.S.,VEGETABLES,TOMATOES,,,,per pound,234,1.05,0.99,1.19,
10/21/2011,SOUTHEAST U.S.,VEGETABLES,TOMATOES,VINE RIPE - HEIRLOOM VARIETIES,,,per pound,10,2.99,2.99,2.99,
10/21/2011,SOUTHEAST U.S.,VEGETABLES,TOMATOES,VINE RIPE - HEIRLOOM VARIETIES,Y,,per pound,54,4.99,4.99,4.99,
10/21/2011,SOUTHEAST U.S.,VEGETABLES,TOMATOES,VINE RIPES,,Greenhouse,per pound,220,2.23,1.28,2.29,
10/21/2011,SOUTHEAST U.S.,VEGETABLES,TOMATOES,VINE RIPES,,,per pound,173,1.85,0.98,1.99,
10/21/2011,SOUTHEAST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,"1,857",1.93,1.29,2.49,
10/21/2011,SOUTHEAST U.S.,VEGETABLES,"TOMATOES, CHERRY",,,,1 pint package,15,1.99,1.99,1.99,
10/21/2011,SOUTHEAST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,697,2.94,2.5,2.99,
10/21/2011,SOUTHEAST U.S.,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,,,per pound,338,1.36,0.98,1.59,
10/21/2011,MIDWEST U.S.,VEGETABLES,TOMATOES,,,,per pound,166,1.74,0.89,1.89,
10/21/2011,MIDWEST U.S.,VEGETABLES,TOMATOES,VINE RIPES,,Greenhouse,per pound,371,1.34,1.28,1.49,
10/21/2011,MIDWEST U.S.,VEGETABLES,TOMATOES,VINE RIPES,,,per pound,40,2.32,0.69,2.79,
10/21/2011,MIDWEST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,906,1.88,0.98,2.99,
10/21/2011,MIDWEST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",Y,Greenhouse,per pound,57,3.99,3.99,3.99,
10/21/2011,MIDWEST U.S.,VEGETABLES,"TOMATOES, CHERRY",,,,1 pint package,7,2,2,2,
10/21/2011,MIDWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,62,2.22,1.99,2.5,
10/21/2011,MIDWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,10 oz package,63,1.96,1.67,2,
10/21/2011,MIDWEST U.S.,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,,,per pound,171,1.25,0.59,1.49,
10/21/2011,SOUTH CENTRAL U.S.,VEGETABLES,TOMATOES,,,,per pound,29,1.55,1.49,1.79,
10/21/2011,SOUTH CENTRAL U.S.,VEGETABLES,TOMATOES,VINE RIPES,,Greenhouse,per pound,50,1.33,1.19,1.59,
10/21/2011,SOUTH CENTRAL U.S.,VEGETABLES,TOMATOES,VINE RIPES,,,per pound,147,1.03,0.79,1.49,
10/21/2011,SOUTH CENTRAL U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,360,1.65,0.99,2,
10/21/2011,SOUTH CENTRAL U.S.,VEGETABLES,"TOMATOES, CHERRY",,,,1 pint package,56,2.44,1.99,2.5,
10/21/2011,SOUTH CENTRAL U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,82,2.64,2,2.99,
10/21/2011,SOUTH CENTRAL U.S.,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,,,per pound,544,1.08,0.57,1.29,
10/21/2011,SOUTH CENTRAL U.S.,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,Y,,per pound,22,1.99,1.99,1.99,
10/21/2011,SOUTHWEST U.S.,VEGETABLES,TOMATOES,,,,per pound,183,0.61,0.5,1,
10/21/2011,SOUTHWEST U.S.,VEGETABLES,TOMATOES,VINE RIPE - HEIRLOOM VARIETIES,Y,,per pound,366,2.99,2.99,2.99,
10/21/2011,SOUTHWEST U.S.,VEGETABLES,TOMATOES,VINE RIPES,,Greenhouse,per pound,304,1.01,0.99,1.69,
10/21/2011,SOUTHWEST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,463,2.08,1.39,2.49,
10/21/2011,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,240,2.95,2.49,2.99,
10/21/2011,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,10 oz package,353,2.5,2.5,2.5,
10/21/2011,SOUTHWEST U.S.,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,,,per pound,"1,005",0.88,0.47,1.28,
10/21/2011,NORTHWEST U.S.,VEGETABLES,TOMATOES,,,,per pound,35,0.88,0.88,0.88,
10/21/2011,NORTHWEST U.S.,VEGETABLES,TOMATOES,VINE RIPES,,Greenhouse,per pound,218,1.06,0.88,1.59,
10/21/2011,NORTHWEST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,516,1,0.98,1.58,
10/21/2011,NORTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,29,2.49,2.49,2.49,
10/21/2011,NORTHWEST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,Y,,10 oz package,22,2.99,2.99,2.99,
10/21/2011,NORTHWEST U.S.,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,,,per pound,518,1.46,0.88,1.49,
10/28/2011,NATIONAL,VEGETABLES,TOMATOES,,,,per pound,748,1.14,,,
10/28/2011,NATIONAL,VEGETABLES,TOMATOES,,Y,,per pound,8,1.99,,,
10/28/2011,NATIONAL,VEGETABLES,TOMATOES,VINE RIPE - HEIRLOOM VARIETIES,,,per pound,13,3.69,,,
10/28/2011,NATIONAL,VEGETABLES,TOMATOES,VINE RIPES,,Greenhouse,per pound,"1,343",1.79,,,
10/28/2011,NATIONAL,VEGETABLES,TOMATOES,VINE RIPES,,,per pound,50,1.51,,,
10/28/2011,NATIONAL,VEGETABLES,TOMATOES,VINE RIPES,Y,Greenhouse,per pound,24,3.99,,,
10/28/2011,NATIONAL,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,"5,475",1.82,,,
10/28/2011,NATIONAL,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",Y,Greenhouse,per pound,21,2.98,,,
10/28/2011,NATIONAL,VEGETABLES,"TOMATOES, CHERRY",,,,1 pint package,482,2.25,,,
10/28/2011,NATIONAL,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,906,2.29,,,
10/28/2011,NATIONAL,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,10 oz package,267,2.27,,,
10/28/2011,NATIONAL,VEGETABLES,"TOMATOES, GRAPE TYPE",,Y,,1 pint package,299,2.81,,,
10/28/2011,NATIONAL,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,,,per pound,"3,096",1.16,,,
10/28/2011,NATIONAL,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,Y,,per pound,43,0.96,,,
10/28/2011,NORTHEAST U.S.,VEGETABLES,TOMATOES,,,,per pound,277,1.52,0.89,2.99,
10/28/2011,NORTHEAST U.S.,VEGETABLES,TOMATOES,VINE RIPES,,,per pound,46,1.49,1.49,1.49,
10/28/2011,NORTHEAST U.S.,VEGETABLES,TOMATOES,VINE RIPES,,Greenhouse,per pound,349,2.43,0.98,2.99,
10/28/2011,NORTHEAST U.S.,VEGETABLES,TOMATOES,VINE RIPES,Y,Greenhouse,per pound,24,3.99,3.99,3.99,
10/28/2011,NORTHEAST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,"1,357",1.93,0.99,2.99,
10/28/2011,NORTHEAST U.S.,VEGETABLES,"TOMATOES, CHERRY",,,,1 pint package,53,2.56,2.5,2.99,
10/28/2011,NORTHEAST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,490,2.13,1.99,2.5,
10/28/2011,NORTHEAST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,10 oz package,16,3.69,3.69,3.69,
10/28/2011,NORTHEAST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,Y,,1 pint package,63,3.99,3.99,3.99,
10/28/2011,NORTHEAST U.S.,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,,,per pound,279,1.23,0.98,1.99,
10/28/2011,SOUTHEAST U.S.,VEGETABLES,TOMATOES,,,,per pound,64,1.11,1,1.49,
10/28/2011,SOUTHEAST U.S.,VEGETABLES,TOMATOES,VINE RIPES,,Greenhouse,per pound,175,1.72,0.98,1.99,
10/28/2011,SOUTHEAST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,"2,203",1.82,1.28,2.79,
10/28/2011,SOUTHEAST U.S.,VEGETABLES,"TOMATOES, CHERRY",,,,1 pint package,209,1.69,1.68,2,
10/28/2011,SOUTHEAST U.S.,VEGETABLES,"TOMATOES, GRAPE TYPE",,,,1 pint package,223,2.59,2,3.29,
10/28/2011,SOUTHEAST U.S.,VEGETABLES,"TOMATOES, PLUM TYPE",ROMA,,,per pound,223,1.27,0.89,1.49,
10/28/2011,MIDWEST U.S.,VEGETABLES,TOMATOES,,,,per pound,146,1.48,0.99,1.69,
10/28/2011,MIDWEST U.S.,VEGETABLES,TOMATOES,VINE RIPES,,Greenhouse,per pound,527,1.41,1.18,2.79,
10/28/2011,MIDWEST U.S.,VEGETABLES,TOMATOES,"VINE RIPES, ON THE VINE",,Greenhouse,per pound,672,2.1,0.69,2.99,
