"week_start_date","avg_tmax","n_days"
2015-05-01,83.4285714285714,7
2015-05-08,78.5714285714286,7
2015-05-15,80.5714285714286,7
2015-05-22,84.7142857142857,7
2015-05-29,96.5714285714286,7
2015-06-05,93,7
2015-06-12,100,7
2015-06-19,101.428571428571,7
2015-06-26,95.5714285714286,7
2015-07-03,91.8571428571429,7
2015-07-10,93.2857142857143,7
2015-07-17,87.7142857142857,7
2015-07-24,91.8571428571429,7
2015-07-31,94.4285714285714,7
2015-08-07,93.1428571428571,7
2015-08-14,97.4285714285714,7
2015-08-21,93,7
2015-08-28,92.7142857142857,7
2015-09-04,86.4285714285714,7
2015-09-11,89.7142857142857,7
2015-09-18,85.1428571428571,7
2015-09-25,93.5714285714286,7
2015-10-02,81.4285714285714,7
2015-10-09,85.5714285714286,7
2015-10-16,79,7
2015-10-23,80.2857142857143,7
2015-10-30,71.8571428571429,7
2015-11-06,73.4285714285714,7
2015-11-13,69.1428571428571,7
2015-11-20,76.8571428571429,7
2015-11-27,68.8571428571429,7
2015-12-04,78,7
2015-12-11,55.7142857142857,7
2015-12-18,65.7142857142857,7
2015-12-25,55.2857142857143,7
2016-01-01,61.8571428571429,7
2016-01-08,58.7142857142857,7
2016-01-15,69.1428571428571,7
2016-01-22,69,7
2016-01-29,63,7
2016-02-05,77.8571428571429,7
2016-02-12,83.2857142857143,7
2016-02-19,78,7
2016-02-26,83.2857142857143,7
2016-03-04,74,7
2016-03-11,78.2857142857143,7
2016-03-18,79.7142857142857,7
2016-03-25,72,7
2016-04-01,80.7142857142857,7
2016-04-08,75.2857142857143,7
2016-04-15,80.2857142857143,7
2016-04-22,79.8571428571429,7
2016-04-29,82.1428571428571,7
2016-05-06,82.1428571428571,7
2016-05-13,86.8571428571429,7
2016-05-20,85.1428571428571,7
2016-05-27,90.1428571428571,7
2016-06-03,102.428571428571,7
2016-06-10,93.4285714285714,7
2016-06-17,101.285714285714,7
2016-06-24,92.8571428571429,7
2016-07-01,93.7142857142857,7
2016-07-08,99.5714285714286,7
2016-07-15,96.7142857142857,7
2016-07-22,97.2857142857143,7
2016-07-29,87.5714285714286,7
2016-08-05,90.4285714285714,7
2016-08-12,93.4285714285714,7
2016-08-19,89.4285714285714,7
2016-08-26,91.8571428571429,7
2016-09-02,89.5714285714286,7
2016-09-09,89.5714285714286,7
2016-09-16,89.8571428571429,7
2016-09-23,82,7
2016-09-30,85.2857142857143,7
2016-10-07,89.8571428571429,7
2016-10-14,90,7
2016-10-21,89.8571428571429,7
2016-10-28,83.8571428571429,7
2016-11-04,77.7142857142857,7
2016-11-11,79.7142857142857,7
2016-11-18,76.8571428571429,7
2016-11-25,64.5714285714286,7
2016-12-02,64.8571428571429,7
2016-12-09,75.5714285714286,7
2016-12-16,69.4285714285714,7
2016-12-23,64.8571428571429,7
2016-12-30,62.5714285714286,7
2017-01-06,72.5714285714286,7
2017-01-13,59.4285714285714,7
2017-01-20,56,7
2017-01-27,68.5714285714286,7
2017-02-03,76,7
2017-02-10,72.4285714285714,7
2017-02-17,67.8571428571429,7
2017-02-24,67.2857142857143,7
2017-03-03,78.5714285714286,7
2017-03-10,86.8571428571429,7
2017-03-17,85.1428571428571,7
2017-03-24,76,7
2017-03-31,75,7
2017-04-07,85.7142857142857,7
2017-04-14,86.8571428571429,7
2017-04-21,87.4285714285714,7
2017-04-28,85.2857142857143,7
2017-05-05,78.7142857142857,7
2017-05-12,83.7142857142857,7
2017-05-19,92.7142857142857,7
2017-05-26,92.8571428571429,7
2017-06-02,99.1428571428571,7
2017-06-09,97.1428571428571,7
2017-06-16,106.285714285714,7
2017-06-23,103.285714285714,7
2017-06-30,100.714285714286,7
2017-07-07,96,6
2017-07-14,88.7142857142857,7
2017-07-21,88.5714285714286,7
2017-07-28,87.4285714285714,7
2017-08-04,93.2857142857143,7
2017-08-11,91,7
2017-08-18,92.2857142857143,7
2017-08-25,95.5714285714286,7
2017-09-01,95.2857142857143,7
2017-09-08,94.4285714285714,7
2017-09-15,90.7142857142857,7
2017-09-22,84.8571428571429,7
2017-09-29,92.5,6
2017-10-06,90,7
2017-10-13,91.2857142857143,7
2017-10-20,89.5714285714286,7
2017-10-27,81.4285714285714,7
2017-11-03,79.5714285714286,7
2017-11-10,86.7142857142857,7
2017-11-17,80.5714285714286,7
2017-11-24,83.7142857142857,7
2017-12-01,69,7
2017-12-08,69.2857142857143,7
2017-12-15,61.1428571428571,7
2017-12-22,71.1428571428571,7
2017-12-29,75.4285714285714,7
2018-01-05,71.5714285714286,7
2018-01-12,74.4285714285714,7
2018-01-19,66.5714285714286,7
2018-01-26,75.5,6
2018-02-02,76.6666666666667,6
2018-02-09,72.8,5
2018-02-16,60.4285714285714,7
2018-02-23,62.4285714285714,7
2018-03-02,75,7
2018-03-09,75.4285714285714,7
2018-03-16,75.2857142857143,7
2018-03-23,73.8571428571429,7
2018-03-30,83.5714285714286,7
2018-04-06,87.4285714285714,7
2018-04-13,80.1428571428571,7
2018-04-20,85.5714285714286,7
2018-04-27,81.5714285714286,7
2018-05-04,95,7
2018-05-11,90.8571428571429,7
2018-05-18,89.1428571428571,7
2018-05-25,94.4285714285714,7
2018-06-01,99.8571428571429,7
2018-06-08,100.571428571429,7
2018-06-15,92.2857142857143,7
2018-06-22,99.5714285714286,7
2018-06-29,98.7142857142857,7
2018-07-06,93.4285714285714,7
2018-07-13,90.1666666666667,6
2018-07-20,99.7142857142857,7
2018-07-27,95.2857142857143,7
2018-08-03,96.4285714285714,7
2018-08-10,88.7142857142857,7
2018-08-17,90.5714285714286,7
2018-08-24,89,7
2018-08-31,89.7142857142857,7
2018-09-07,96.2857142857143,7
2018-09-14,93,7
2018-09-21,90.8571428571429,7
2018-09-28,87.7142857142857,7
2018-10-05,77,7
2018-10-12,72.1428571428571,7
2018-10-19,81,7
2018-10-26,79,7
2018-11-02,78.7142857142857,7
2018-11-09,68.7142857142857,7
2018-11-16,71.2857142857143,7
2018-11-23,72.1428571428571,7
2018-11-30,64,7
2018-12-07,65.1428571428571,7
2018-12-14,66.1428571428571,7
2018-12-21,67.7142857142857,7
2018-12-28,48.2857142857143,7
2019-01-04,66.4285714285714,7
2019-01-11,64.5714285714286,7
2019-01-18,66.5714285714286,7
2019-01-25,71,7
2019-02-01,60.8571428571429,7
2019-02-08,66.1428571428571,7
2019-02-15,55.7142857142857,7
2019-02-22,63.4285714285714,7
2019-03-01,77.1428571428571,7
2019-03-08,61.7142857142857,7
2019-03-15,74,7
2019-03-22,79.5714285714286,7
2019-03-29,79,7
2019-04-05,78,7
2019-04-12,75.7142857142857,7
2019-04-19,84.2857142857143,7
2019-04-26,85.4285714285714,7
2019-05-03,82.8571428571429,7
2019-05-10,81,7
2019-05-17,76.4285714285714,7
2019-05-24,83.4285714285714,7
2019-05-31,91.5714285714286,7
2019-06-07,98.7142857142857,7
2019-06-14,96.1428571428571,7
2019-06-21,96,7
2019-06-28,101.428571428571,7
2019-07-05,97.7142857142857,7
2019-07-12,99.1428571428571,7
2019-07-19,95.4285714285714,7
2019-07-26,94.8571428571429,7
2019-08-02,95.7142857142857,7
2019-08-09,92,7
2019-08-16,99.1428571428571,7
2019-08-23,93,7
2019-08-30,95.5714285714286,7
2019-09-06,90.5714285714286,7
2019-09-13,89.5714285714286,7
2019-09-20,83.4285714285714,7
2019-09-27,84.7142857142857,7
2019-10-04,86.7142857142857,7
2019-10-11,84.2857142857143,7
2019-10-18,81.8571428571429,7
2019-10-25,76.4285714285714,7
2019-11-01,81,7
2019-11-08,77.1428571428571,7
2019-11-15,72.4285714285714,7
2019-11-22,65.1428571428571,7
2019-11-29,66.8571428571429,7
2019-12-06,67.1428571428571,7
2019-12-13,65.2857142857143,7
2019-12-20,64.2857142857143,7
2019-12-27,53.2857142857143,7
2020-01-03,69.2857142857143,7
2020-01-10,66.2857142857143,7
2020-01-17,68.2857142857143,7
2020-01-24,67.2857142857143,7
2020-01-31,62.5714285714286,7
2020-02-07,63.8571428571429,7
2020-02-14,74,7
2020-02-21,65.8571428571429,7
2020-02-28,68,7
2020-03-06,70.7142857142857,7
2020-03-13,67.8571428571429,7
2020-03-20,74.1428571428571,7
2020-03-27,72.5714285714286,7
2020-04-03,76.8571428571429,7
2020-04-10,73.2857142857143,7
2020-04-17,80.4285714285714,7
2020-04-24,93.2857142857143,7
2020-05-01,94.8571428571429,7
2020-05-08,88.1428571428571,7
2020-05-15,88.7142857142857,7
2020-05-22,91.8571428571429,7
2020-05-29,99.5714285714286,7
2020-06-05,94.4285714285714,7
2020-06-12,98.8571428571429,7
2020-06-19,101.142857142857,7
2020-06-26,94.2857142857143,7
2020-07-03,101.714285714286,7
2020-07-10,103.142857142857,7
2020-07-17,95.1428571428571,7
2020-07-24,98.2857142857143,7
2020-07-31,99.4285714285714,7
2020-08-07,100.714285714286,7
2020-08-14,102.571428571429,7
2020-08-21,99.7142857142857,7
2020-08-28,89.7142857142857,7
2020-09-04,94.4285714285714,7
2020-09-11,93.2857142857143,7
2020-09-18,94.8571428571429,7
2020-09-25,97,7
2020-10-02,97,7
2020-10-09,92.7142857142857,7
2020-10-16,92.4285714285714,7
2020-10-23,75.4285714285714,7
2020-10-30,87.8571428571429,7
2020-11-06,71.7142857142857,7
2020-11-13,82.8571428571429,7
2020-11-20,76.7142857142857,7
2020-11-27,66.2857142857143,7
2020-12-04,68.1428571428571,7
2020-12-11,64.2857142857143,7
2020-12-18,67.5714285714286,7
2020-12-25,64.4285714285714,7
2021-01-01,68.1428571428571,7
2021-01-08,66.7142857142857,7
2021-01-15,71.8571428571429,7
2021-01-22,55.7142857142857,7
2021-01-29,71.8571428571429,7
2021-02-05,71.7142857142857,7
2021-02-12,61.8571428571429,7
2021-02-19,75.2857142857143,7
2021-02-26,69.1428571428571,7
2021-03-05,75,7
2021-03-12,65.2857142857143,7
2021-03-19,71.4285714285714,7
2021-03-26,79.1428571428571,7
2021-04-02,86.8571428571429,7
2021-04-09,84.2857142857143,7
2021-04-16,79.5714285714286,7
